GO.ID,Term,Annotated,Significant,Expected,classic
GO:0043405,regulation of MAP kinase activity,2,0,0.44,1.00000
GO:0043407,negative regulation of MAP kinase activi...,2,0,0.44,1.00000
GO:0043408,regulation of MAPK cascade,3,0,0.66,1.00000
GO:0043409,negative regulation of MAPK cascade,2,0,0.44,1.00000
GO:0043419,urea catabolic process,1,0,0.22,1.00000
GO:0043446,cellular alkane metabolic process,5,0,1.1,1.00000
GO:0043447,alkane biosynthetic process,4,0,0.88,1.00000
GO:0043448,alkane catabolic process,1,0,0.22,1.00000
GO:0043457,regulation of cellular respiration,1,0,0.22,1.00000
GO:0043462,regulation of ATPase activity,10,0,2.21,1.00000
GO:0043470,regulation of carbohydrate catabolic pro...,1,0,0.22,1.00000
GO:0043473,pigmentation,6,0,1.32,1.00000
GO:0043476,pigment accumulation,6,0,1.32,1.00000
GO:0043478,pigment accumulation in response to UV l...,5,0,1.1,1.00000
GO:0043479,pigment accumulation in tissues in respo...,5,0,1.1,1.00000
GO:0043480,pigment accumulation in tissues,5,0,1.1,1.00000
GO:0043481,anthocyanin accumulation in tissues in r...,5,0,1.1,1.00000
GO:0043482,cellular pigment accumulation,1,0,0.22,1.00000
GO:0043486,histone exchange,3,0,0.66,1.00000
GO:0043489,RNA stabilization,7,0,1.54,1.00000
GO:0043545,molybdopterin cofactor metabolic process,4,0,0.88,1.00000
GO:0043570,maintenance of DNA repeat elements,3,0,0.66,1.00000
GO:0043605,cellular amide catabolic process,4,0,0.88,1.00000
GO:0043610,regulation of carbohydrate utilization,2,0,0.44,1.00000
GO:0043633,polyadenylation-dependent RNA catabolic ...,11,0,2.43,1.00000
GO:0043634,polyadenylation-dependent ncRNA cataboli...,11,0,2.43,1.00000
GO:0043692,monoterpene metabolic process,2,0,0.44,1.00000
GO:0043693,monoterpene biosynthetic process,2,0,0.44,1.00000
GO:0043696,dedifferentiation,1,0,0.22,1.00000
GO:0043697,cell dedifferentiation,1,0,0.22,1.00000
GO:0043953,protein transport by the Tat complex,3,0,0.66,1.00000
GO:0043968,histone H2A acetylation,2,0,0.44,1.00000
GO:0043971,histone H3-K18 acetylation,1,0,0.22,1.00000
GO:0043972,histone H3-K23 acetylation,3,0,0.66,1.00000
GO:0043981,histone H4-K5 acetylation,3,0,0.66,1.00000
GO:0043982,histone H4-K8 acetylation,1,0,0.22,1.00000
GO:0043984,histone H4-K16 acetylation,1,0,0.22,1.00000
GO:0043985,histone H4-R3 methylation,2,0,0.44,1.00000
GO:0044091,membrane biogenesis,1,0,0.22,1.00000
GO:0044154,histone H3-K14 acetylation,4,0,0.88,1.00000
GO:0044206,UMP salvage,4,0,0.88,1.00000
GO:0044208,'de novo' AMP biosynthetic process,3,0,0.66,1.00000
GO:0044209,AMP salvage,5,0,1.1,1.00000
GO:0044210,'de novo' CTP biosynthetic process,5,0,1.1,1.00000
GO:0044211,CTP salvage,3,0,0.66,1.00000
GO:0044380,protein localization to cytoskeleton,2,0,0.44,1.00000
GO:0044528,regulation of mitochondrial mRNA stabili...,1,0,0.22,1.00000
GO:0044571,[2Fe-2S] cluster assembly,2,0,0.44,1.00000
GO:0044648,histone H3-K4 dimethylation,1,0,0.22,1.00000
GO:0044771,meiotic cell cycle phase transition,1,0,0.22,1.00000
GO:0044773,mitotic DNA damage checkpoint,2,0,0.44,1.00000
GO:0044774,mitotic DNA integrity checkpoint,3,0,0.66,1.00000
GO:0044779,meiotic spindle checkpoint,1,0,0.22,1.00000
GO:0044785,metaphase/anaphase transition of meiotic...,1,0,0.22,1.00000
GO:0044788,modulation by host of viral process,1,0,0.22,1.00000
GO:0044794,positive regulation by host of viral pro...,1,0,0.22,1.00000
GO:0044818,mitotic G2/M transition checkpoint,3,0,0.66,1.00000
GO:0044839,cell cycle G2/M phase transition,11,0,2.43,1.00000
GO:0044848,biological phase,1,0,0.22,1.00000
GO:0045003,double-strand break repair via synthesis...,1,0,0.22,1.00000
GO:0045004,DNA replication proofreading,2,0,0.44,1.00000
GO:0045005,DNA-dependent DNA replication maintenanc...,5,0,1.1,1.00000
GO:0045013,carbon catabolite repression of transcri...,1,0,0.22,1.00000
GO:0045014,carbon catabolite repression of transcri...,1,0,0.22,1.00000
GO:0045022,early endosome to late endosome transpor...,2,0,0.44,1.00000
GO:0045038,protein import into chloroplast thylakoi...,7,0,1.54,1.00000
GO:0045041,protein import into mitochondrial interm...,1,0,0.22,1.00000
GO:0045048,protein insertion into ER membrane,3,0,0.66,1.00000
GO:0045055,regulated exocytosis,1,0,0.22,1.00000
GO:0045056,transcytosis,1,0,0.22,1.00000
GO:0045128,negative regulation of reciprocal meioti...,1,0,0.22,1.00000
GO:0045176,apical protein localization,1,0,0.22,1.00000
GO:0045216,cell-cell junction organization,3,0,0.66,1.00000
GO:0045337,farnesyl diphosphate biosynthetic proces...,5,0,1.1,1.00000
GO:0045338,farnesyl diphosphate metabolic process,8,0,1.76,1.00000
GO:0045472,response to ether,1,0,0.22,1.00000
GO:0045604,regulation of epidermal cell differentia...,3,0,0.66,1.00000
GO:0045682,regulation of epidermis development,3,0,0.66,1.00000
GO:0045694,regulation of embryo sac egg cell differ...,2,0,0.44,1.00000
GO:0045717,negative regulation of fatty acid biosyn...,2,0,0.44,1.00000
GO:0045738,negative regulation of DNA repair,1,0,0.22,1.00000
GO:0045739,positive regulation of DNA repair,5,0,1.1,1.00000
GO:0045761,regulation of adenylate cyclase activity,1,0,0.22,1.00000
GO:0045763,negative regulation of cellular amino ac...,4,0,0.88,1.00000
GO:0045792,negative regulation of cell size,1,0,0.22,1.00000
GO:0045806,negative regulation of endocytosis,2,0,0.44,1.00000
GO:0045815,"positive regulation of gene expression, ...",1,0,0.22,1.00000
GO:0045835,negative regulation of meiotic nuclear d...,2,0,0.44,1.00000
GO:0045840,positive regulation of mitotic nuclear d...,2,0,0.44,1.00000
GO:0045841,negative regulation of mitotic metaphase...,4,0,0.88,1.00000
GO:0045842,positive regulation of mitotic metaphase...,2,0,0.44,1.00000
GO:0045860,positive regulation of protein kinase ac...,3,0,0.66,1.00000
GO:0045898,regulation of RNA polymerase II transcri...,2,0,0.44,1.00000
GO:0045899,positive regulation of RNA polymerase II...,2,0,0.44,1.00000
GO:0045911,positive regulation of DNA recombination,2,0,0.44,1.00000
GO:0045913,positive regulation of carbohydrate meta...,3,0,0.66,1.00000
GO:0045922,negative regulation of fatty acid metabo...,4,0,0.88,1.00000
GO:0045931,positive regulation of mitotic cell cycl...,7,0,1.54,1.00000
GO:0045939,negative regulation of steroid metabolic...,1,0,0.22,1.00000
GO:0045943,positive regulation of transcription by ...,3,0,0.66,1.00000
GO:0045951,positive regulation of mitotic recombina...,1,0,0.22,1.00000
GO:0045990,carbon catabolite regulation of transcri...,1,0,0.22,1.00000
GO:0046015,regulation of transcription by glucose,1,0,0.22,1.00000
GO:0046037,GMP metabolic process,3,0,0.66,1.00000
GO:0046040,IMP metabolic process,14,0,3.09,1.00000
GO:0046048,UDP metabolic process,4,0,0.88,1.00000
GO:0046070,dGTP metabolic process,2,0,0.44,1.00000
GO:0046072,dTDP metabolic process,1,0,0.22,1.00000
GO:0046073,dTMP metabolic process,2,0,0.44,1.00000
GO:0046075,dTTP metabolic process,1,0,0.22,1.00000
GO:0046077,dUDP metabolic process,1,0,0.22,1.00000
GO:0046078,dUMP metabolic process,1,0,0.22,1.00000
GO:0046080,dUTP metabolic process,1,0,0.22,1.00000
GO:0046081,dUTP catabolic process,1,0,0.22,1.00000
GO:0046083,adenine metabolic process,4,0,0.88,1.00000
GO:0046084,adenine biosynthetic process,4,0,0.88,1.00000
GO:0046085,adenosine metabolic process,4,0,0.88,1.00000
GO:0046086,adenosine biosynthetic process,2,0,0.44,1.00000
GO:0046098,guanine metabolic process,1,0,0.22,1.00000
GO:0046099,guanine biosynthetic process,1,0,0.22,1.00000
GO:0046100,hypoxanthine metabolic process,1,0,0.22,1.00000
GO:0046102,inosine metabolic process,2,0,0.44,1.00000
GO:0046107,uracil biosynthetic process,1,0,0.22,1.00000
GO:0046110,xanthine metabolic process,1,0,0.22,1.00000
GO:0046130,purine ribonucleoside catabolic process,2,0,0.44,1.00000
GO:0046146,tetrahydrobiopterin metabolic process,3,0,0.66,1.00000
GO:0046166,glyceraldehyde-3-phosphate biosynthetic ...,2,0,0.44,1.00000
GO:0046167,glycerol-3-phosphate biosynthetic proces...,2,0,0.44,1.00000
GO:0046168,glycerol-3-phosphate catabolic process,4,0,0.88,1.00000
GO:0046184,aldehyde biosynthetic process,8,0,1.76,1.00000
GO:0046244,salicylic acid catabolic process,3,0,0.66,1.00000
GO:0046271,phenylpropanoid catabolic process,1,0,0.22,1.00000
GO:0046274,lignin catabolic process,1,0,0.22,1.00000
GO:0046275,flavonoid catabolic process,1,0,0.22,1.00000
GO:0046284,anthocyanin-containing compound cataboli...,1,0,0.22,1.00000
GO:0046292,formaldehyde metabolic process,6,0,1.32,1.00000
GO:0046294,formaldehyde catabolic process,6,0,1.32,1.00000
GO:0046320,regulation of fatty acid oxidation,7,0,1.54,1.00000
GO:0046321,positive regulation of fatty acid oxidat...,3,0,0.66,1.00000
GO:0046322,negative regulation of fatty acid oxidat...,2,0,0.44,1.00000
GO:0046349,amino sugar biosynthetic process,8,0,1.76,1.00000
GO:0046369,galactose biosynthetic process,1,0,0.22,1.00000
GO:0046373,L-arabinose metabolic process,1,0,0.22,1.00000
GO:0046383,dTDP-rhamnose metabolic process,2,0,0.44,1.00000
GO:0046386,deoxyribose phosphate catabolic process,3,0,0.66,1.00000
GO:0046396,D-galacturonate metabolic process,1,0,0.22,1.00000
GO:0046415,urate metabolic process,2,0,0.44,1.00000
GO:0046416,D-amino acid metabolic process,2,0,0.44,1.00000
GO:0046438,D-cysteine metabolic process,1,0,0.22,1.00000
GO:0046439,L-cysteine metabolic process,1,0,0.22,1.00000
GO:0046443,FAD metabolic process,4,0,0.88,1.00000
GO:0046444,FMN metabolic process,1,0,0.22,1.00000
GO:0046451,diaminopimelate metabolic process,14,0,3.09,1.00000
GO:0046456,icosanoid biosynthetic process,1,0,0.22,1.00000
GO:0046457,prostanoid biosynthetic process,1,0,0.22,1.00000
GO:0046476,glycosylceramide biosynthetic process,1,0,0.22,1.00000
GO:0046484,oxazole or thiazole metabolic process,1,0,0.22,1.00000
GO:0046487,glyoxylate metabolic process,3,0,0.66,1.00000
GO:0046505,sulfolipid metabolic process,3,0,0.66,1.00000
GO:0046506,sulfolipid biosynthetic process,3,0,0.66,1.00000
GO:0046578,regulation of Ras protein signal transdu...,7,0,1.54,1.00000
GO:0046654,tetrahydrofolate biosynthetic process,9,0,1.99,1.00000
GO:0046656,folic acid biosynthetic process,1,0,0.22,1.00000
GO:0046677,response to antibiotic,1,0,0.22,1.00000
GO:0046704,CDP metabolic process,2,0,0.44,1.00000
GO:0046705,CDP biosynthetic process,2,0,0.44,1.00000
GO:0046713,borate transport,3,0,0.66,1.00000
GO:0046719,regulation by virus of viral protein lev...,1,0,0.22,1.00000
GO:0046741,"transport of virus in host, tissue to ti...",3,0,0.66,1.00000
GO:0046822,regulation of nucleocytoplasmic transpor...,3,0,0.66,1.00000
GO:0046824,positive regulation of nucleocytoplasmic...,1,0,0.22,1.00000
GO:0046825,regulation of protein export from nucleu...,2,0,0.44,1.00000
GO:0046827,positive regulation of protein export fr...,1,0,0.22,1.00000
GO:0046831,regulation of RNA export from nucleus,1,0,0.22,1.00000
GO:0046836,glycolipid transport,1,0,0.22,1.00000
GO:0046874,quinolinate metabolic process,1,0,0.22,1.00000
GO:0046886,positive regulation of hormone biosynthe...,4,0,0.88,1.00000
GO:0046898,response to cycloheximide,3,0,0.66,1.00000
GO:0046901,tetrahydrofolylpolyglutamate biosyntheti...,3,0,0.66,1.00000
GO:0046902,regulation of mitochondrial membrane per...,1,0,0.22,1.00000
GO:0046928,regulation of neurotransmitter secretion,1,0,0.22,1.00000
GO:0046950,cellular ketone body metabolic process,1,0,0.22,1.00000
GO:0046951,ketone body biosynthetic process,1,0,0.22,1.00000
GO:0048016,inositol phosphate-mediated signaling,2,0,0.44,1.00000
GO:0048041,focal adhesion assembly,1,0,0.22,1.00000
GO:0048200,Golgi transport vesicle coating,2,0,0.44,1.00000
GO:0048205,COPI coating of Golgi vesicle,2,0,0.44,1.00000
GO:0048211,Golgi vesicle docking,1,0,0.22,1.00000
GO:0048219,inter-Golgi cisterna vesicle-mediated tr...,1,0,0.22,1.00000
GO:0048227,plasma membrane to endosome transport,1,0,0.22,1.00000
GO:0048255,mRNA stabilization,3,0,0.66,1.00000
GO:0048259,regulation of receptor-mediated endocyto...,2,0,0.44,1.00000
GO:0048261,negative regulation of receptor-mediated...,2,0,0.44,1.00000
GO:0048262,determination of dorsal/ventral asymmetr...,1,0,0.22,1.00000
GO:0048263,determination of dorsal identity,1,0,0.22,1.00000
GO:0048281,inflorescence morphogenesis,4,0,0.88,1.00000
GO:0048283,indeterminate inflorescence morphogenesi...,1,0,0.22,1.00000
GO:0048311,mitochondrion distribution,2,0,0.44,1.00000
GO:0048312,intracellular distribution of mitochondr...,1,0,0.22,1.00000
GO:0048439,flower morphogenesis,3,0,0.66,1.00000
GO:0048441,petal development,9,0,1.99,1.00000
GO:0048442,sepal development,4,0,0.88,1.00000
GO:0048446,petal morphogenesis,4,0,0.88,1.00000
GO:0048447,sepal morphogenesis,1,0,0.22,1.00000
GO:0048448,stamen morphogenesis,6,0,1.32,1.00000
GO:0048451,petal formation,2,0,0.44,1.00000
GO:0048453,sepal formation,1,0,0.22,1.00000
GO:0048455,stamen formation,3,0,0.66,1.00000
GO:0048457,floral whorl morphogenesis,1,0,0.22,1.00000
GO:0048461,flower structural organization,1,0,0.22,1.00000
GO:0048464,flower calyx development,4,0,0.88,1.00000
GO:0048465,corolla development,9,0,1.99,1.00000
GO:0048478,replication fork protection,1,0,0.22,1.00000
GO:0048479,style development,1,0,0.22,1.00000
GO:0048524,positive regulation of viral process,1,0,0.22,1.00000
GO:0048533,sporocyte differentiation,2,0,0.44,1.00000
GO:0048576,positive regulation of short-day photope...,2,0,0.44,1.00000
GO:0048629,trichome patterning,6,0,1.32,1.00000
GO:0048654,anther morphogenesis,4,0,0.88,1.00000
GO:0048655,anther wall tapetum morphogenesis,4,0,0.88,1.00000
GO:0048656,anther wall tapetum formation,2,0,0.44,1.00000
GO:0048657,anther wall tapetum cell differentiation,2,0,0.44,1.00000
GO:0048729,tissue morphogenesis,3,0,0.66,1.00000
GO:0048756,sieve cell differentiation,1,0,0.22,1.00000
GO:0048759,xylem vessel member cell differentiation,4,0,0.88,1.00000
GO:0048830,adventitious root development,5,0,1.1,1.00000
GO:0048832,specification of plant organ number,2,0,0.44,1.00000
GO:0048833,specification of floral organ number,2,0,0.44,1.00000
GO:0048863,stem cell differentiation,3,0,0.66,1.00000
GO:0048865,stem cell fate commitment,1,0,0.22,1.00000
GO:0048867,stem cell fate determination,1,0,0.22,1.00000
GO:0048870,cell motility,2,0,0.44,1.00000
GO:0048872,homeostasis of number of cells,3,0,0.66,1.00000
GO:0048873,homeostasis of number of cells within a ...,3,0,0.66,1.00000
GO:0050482,arachidonic acid secretion,3,0,0.66,1.00000
GO:0050667,homocysteine metabolic process,5,0,1.1,1.00000
GO:0050730,regulation of peptidyl-tyrosine phosphor...,1,0,0.22,1.00000
GO:0050732,negative regulation of peptidyl-tyrosine...,1,0,0.22,1.00000
GO:0050804,modulation of chemical synaptic transmis...,1,0,0.22,1.00000
GO:0050810,regulation of steroid biosynthetic proce...,3,0,0.66,1.00000
GO:0050878,regulation of body fluid levels,3,0,0.66,1.00000
GO:0050891,multicellular organismal water homeostas...,3,0,0.66,1.00000
GO:0050982,detection of mechanical stimulus,2,0,0.44,1.00000
GO:0050992,dimethylallyl diphosphate biosynthetic p...,3,0,0.66,1.00000
GO:0050993,dimethylallyl diphosphate metabolic proc...,3,0,0.66,1.00000
GO:0050994,regulation of lipid catabolic process,8,0,1.76,1.00000
GO:0050995,negative regulation of lipid catabolic p...,1,0,0.22,1.00000
GO:0050996,positive regulation of lipid catabolic p...,2,0,0.44,1.00000
GO:0051016,barbed-end actin filament capping,4,0,0.88,1.00000
GO:0051030,snRNA transport,2,0,0.44,1.00000
GO:0051031,tRNA transport,5,0,1.1,1.00000
GO:0051051,negative regulation of transport,9,0,1.99,1.00000
GO:0051056,regulation of small GTPase mediated sign...,7,0,1.54,1.00000
GO:0051066,dihydrobiopterin metabolic process,1,0,0.22,1.00000
GO:0051069,galactomannan metabolic process,1,0,0.22,1.00000
GO:0051070,galactomannan biosynthetic process,1,0,0.22,1.00000
GO:0051083,'de novo' cotranslational protein foldin...,5,0,1.1,1.00000
GO:0051095,regulation of helicase activity,6,0,1.32,1.00000
GO:0051096,positive regulation of helicase activity,6,0,1.32,1.00000
GO:0051099,positive regulation of binding,6,0,1.32,1.00000
GO:0051101,regulation of DNA binding,4,0,0.88,1.00000
GO:0051103,DNA ligation involved in DNA repair,2,0,0.44,1.00000
GO:0051175,negative regulation of sulfur metabolic ...,3,0,0.66,1.00000
GO:0051189,prosthetic group metabolic process,4,0,0.88,1.00000
GO:0051214,RNA virus induced gene silencing,1,0,0.22,1.00000
GO:0051224,negative regulation of protein transport,1,0,0.22,1.00000
GO:0051228,mitotic spindle disassembly,3,0,0.66,1.00000
GO:0051230,spindle disassembly,3,0,0.66,1.00000
GO:0051290,protein heterotetramerization,1,0,0.22,1.00000
GO:0051293,establishment of spindle localization,1,0,0.22,1.00000
GO:0051294,establishment of spindle orientation,1,0,0.22,1.00000
GO:0051305,chromosome movement towards spindle pole,2,0,0.44,1.00000
GO:0051310,metaphase plate congression,3,0,0.66,1.00000
GO:0051315,attachment of mitotic spindle microtubul...,3,0,0.66,1.00000
GO:0051316,attachment of spindle microtubules to ki...,2,0,0.44,1.00000
GO:0051318,G1 phase,1,0,0.22,1.00000
GO:0051319,G2 phase,1,0,0.22,1.00000
GO:0051320,S phase,1,0,0.22,1.00000
GO:0051325,interphase,1,0,0.22,1.00000
GO:0051329,mitotic interphase,1,0,0.22,1.00000
GO:0051339,regulation of lyase activity,1,0,0.22,1.00000
GO:0051340,regulation of ligase activity,1,0,0.22,1.00000
GO:0051341,regulation of oxidoreductase activity,6,0,1.32,1.00000
GO:0051351,positive regulation of ligase activity,1,0,0.22,1.00000
GO:0051353,positive regulation of oxidoreductase ac...,3,0,0.66,1.00000
GO:0051354,negative regulation of oxidoreductase ac...,2,0,0.44,1.00000
GO:0051382,kinetochore assembly,3,0,0.66,1.00000
GO:0051383,kinetochore organization,4,0,0.88,1.00000
GO:0051384,response to glucocorticoid,2,0,0.44,1.00000
GO:0051415,microtubule nucleation by interphase mic...,2,0,0.44,1.00000
GO:0051418,microtubule nucleation by microtubule or...,2,0,0.44,1.00000
GO:0051444,negative regulation of ubiquitin-protein...,1,0,0.22,1.00000
GO:0051447,negative regulation of meiotic cell cycl...,2,0,0.44,1.00000
GO:0051455,monopolar spindle attachment to meiosis ...,2,0,0.44,1.00000
GO:0051457,maintenance of protein location in nucle...,2,0,0.44,1.00000
GO:0051480,regulation of cytosolic calcium ion conc...,3,0,0.66,1.00000
GO:0051494,negative regulation of cytoskeleton orga...,12,0,2.65,1.00000
GO:0051511,negative regulation of unidimensional ce...,3,0,0.66,1.00000
GO:0051513,regulation of monopolar cell growth,4,0,0.88,1.00000
GO:0051574,positive regulation of histone H3-K9 met...,4,0,0.88,1.00000
GO:0051588,regulation of neurotransmitter transport,1,0,0.22,1.00000
GO:0051653,spindle localization,1,0,0.22,1.00000
GO:0051674,localization of cell,2,0,0.44,1.00000
GO:0051693,actin filament capping,7,0,1.54,1.00000
GO:0051702,interaction with symbiont,1,0,0.22,1.00000
GO:0051754,"meiotic sister chromatid cohesion, centr...",1,0,0.22,1.00000
GO:0051761,sesquiterpene metabolic process,1,0,0.22,1.00000
GO:0051762,sesquiterpene biosynthetic process,1,0,0.22,1.00000
GO:0051776,detection of redox state,2,0,0.44,1.00000
GO:0051782,negative regulation of cell division,6,0,1.32,1.00000
GO:0051851,modulation by host of symbiont process,1,0,0.22,1.00000
GO:0051923,sulfation,7,0,1.54,1.00000
GO:0051938,L-glutamate import,1,0,0.22,1.00000
GO:0051952,regulation of amine transport,2,0,0.44,1.00000
GO:0051955,regulation of amino acid transport,2,0,0.44,1.00000
GO:0051958,methotrexate transport,1,0,0.22,1.00000
GO:0051974,negative regulation of telomerase activi...,1,0,0.22,1.00000
GO:0051985,negative regulation of chromosome segreg...,4,0,0.88,1.00000
GO:0052018,modulation by symbiont of RNA levels in ...,9,0,1.99,1.00000
GO:0052249,modulation of RNA levels in other organi...,9,0,1.99,1.00000
GO:0052318,regulation of phytoalexin metabolic proc...,2,0,0.44,1.00000
GO:0052319,regulation of phytoalexin biosynthetic p...,2,0,0.44,1.00000
GO:0052320,positive regulation of phytoalexin metab...,2,0,0.44,1.00000
GO:0052322,positive regulation of phytoalexin biosy...,2,0,0.44,1.00000
GO:0052573,UDP-D-galactose metabolic process,1,0,0.22,1.00000
GO:0052803,imidazole-containing compound metabolic ...,8,0,1.76,1.00000
GO:0052863,1-deoxy-D-xylulose 5-phosphate metabolic...,2,0,0.44,1.00000
GO:0052865,1-deoxy-D-xylulose 5-phosphate biosynthe...,2,0,0.44,1.00000
GO:0052889,"9,9'-di-cis-zeta-carotene desaturation t...",1,0,0.22,1.00000
GO:0055069,zinc ion homeostasis,13,0,2.87,1.00000
GO:0055071,manganese ion homeostasis,9,0,1.99,1.00000
GO:0055073,cadmium ion homeostasis,2,0,0.44,1.00000
GO:0055092,sterol homeostasis,3,0,0.66,1.00000
GO:0055121,response to high fluence blue light stim...,1,0,0.22,1.00000
GO:0055122,response to very low light intensity sti...,2,0,0.44,1.00000
GO:0060184,cell cycle switching,1,0,0.22,1.00000
GO:0060236,regulation of mitotic spindle organizati...,1,0,0.22,1.00000
GO:0060429,epithelium development,16,0,3.53,1.00000
GO:0060631,regulation of meiosis I,2,0,0.44,1.00000
GO:0060700,regulation of ribonuclease activity,1,0,0.22,1.00000
GO:0060701,negative regulation of ribonuclease acti...,1,0,0.22,1.00000
GO:0060771,phyllotactic patterning,1,0,0.22,1.00000
GO:0060795,cell fate commitment involved in formati...,1,0,0.22,1.00000
GO:0060962,regulation of ribosomal protein gene tra...,1,0,0.22,1.00000
GO:0060967,negative regulation of gene silencing by...,3,0,0.66,1.00000
GO:0061015,snRNA import into nucleus,1,0,0.22,1.00000
GO:0061083,regulation of protein refolding,1,0,0.22,1.00000
GO:0061087,positive regulation of histone H3-K27 me...,7,0,1.54,1.00000
GO:0061136,regulation of proteasomal protein catabo...,22,0,4.85,1.00000
GO:0061158,3'-UTR-mediated mRNA destabilization,1,0,0.22,1.00000
GO:0061387,regulation of extent of cell growth,1,0,0.22,1.00000
GO:0061388,regulation of rate of cell growth,1,0,0.22,1.00000
GO:0061614,pri-miRNA transcription by RNA polymeras...,1,0,0.22,1.00000
GO:0061641,CENP-A containing chromatin organization,3,0,0.66,1.00000
GO:0061668,mitochondrial ribosome assembly,1,0,0.22,1.00000
GO:0061716,miRNA export from nucleus,1,0,0.22,1.00000
GO:0061780,mitotic cohesin loading,1,0,0.22,1.00000
GO:0061984,catabolite repression,1,0,0.22,1.00000
GO:0061985,carbon catabolite repression,1,0,0.22,1.00000
GO:0061986,negative regulation of transcription by ...,1,0,0.22,1.00000
GO:0062033,positive regulation of mitotic sister ch...,2,0,0.44,1.00000
GO:0062034,L-pipecolic acid biosynthetic process,4,0,0.88,1.00000
GO:0062055,photosynthetic state transition,1,0,0.22,1.00000
GO:0062075,pollen aperture formation,1,0,0.22,1.00000
GO:0062207,regulation of pattern recognition recept...,1,0,0.22,1.00000
GO:0070077,histone arginine demethylation,1,0,0.22,1.00000
GO:0070079,histone H4-R3 demethylation,1,0,0.22,1.00000
GO:0070084,protein initiator methionine removal,3,0,0.66,1.00000
GO:0070125,mitochondrial translational elongation,5,0,1.1,1.00000
GO:0070127,tRNA aminoacylation for mitochondrial pr...,3,0,0.66,1.00000
GO:0070141,response to UV-A,3,0,0.66,1.00000
GO:0070150,mitochondrial glycyl-tRNA aminoacylation,2,0,0.44,1.00000
GO:0070158,mitochondrial seryl-tRNA aminoacylation,1,0,0.22,1.00000
GO:0070193,synaptonemal complex organization,1,0,0.22,1.00000
GO:0070206,protein trimerization,4,0,0.88,1.00000
GO:0070207,protein homotrimerization,3,0,0.66,1.00000
GO:0070291,N-acylethanolamine metabolic process,1,0,0.22,1.00000
GO:0070453,regulation of heme biosynthetic process,1,0,0.22,1.00000
GO:0070455,positive regulation of heme biosynthetic...,1,0,0.22,1.00000
GO:0070475,rRNA base methylation,12,0,2.65,1.00000
GO:0070476,rRNA (guanine-N7)-methylation,3,0,0.66,1.00000
GO:0070478,nuclear-transcribed mRNA catabolic proce...,2,0,0.44,1.00000
GO:0070481,nuclear-transcribed mRNA catabolic proce...,2,0,0.44,1.00000
GO:0070483,detection of hypoxia,4,0,0.88,1.00000
GO:0070507,regulation of microtubule cytoskeleton o...,12,0,2.65,1.00000
GO:0070525,tRNA threonylcarbamoyladenosine metaboli...,4,0,0.88,1.00000
GO:0070537,histone H2A K63-linked deubiquitination,2,0,0.44,1.00000
GO:0070542,response to fatty acid,3,0,0.66,1.00000
GO:0070544,histone H3-K36 demethylation,1,0,0.22,1.00000
GO:0070574,cadmium ion transmembrane transport,2,0,0.44,1.00000
GO:0070601,centromeric sister chromatid cohesion,2,0,0.44,1.00000
GO:0070651,nonfunctional rRNA decay,1,0,0.22,1.00000
GO:0070681,glutaminyl-tRNAGln biosynthesis via tran...,2,0,0.44,1.00000
GO:0070716,mismatch repair involved in maintenance ...,1,0,0.22,1.00000
GO:0070813,hydrogen sulfide metabolic process,9,0,1.99,1.00000
GO:0070814,hydrogen sulfide biosynthetic process,8,0,1.76,1.00000
GO:0070861,regulation of protein exit from endoplas...,4,0,0.88,1.00000
GO:0070863,positive regulation of protein exit from...,4,0,0.88,1.00000
GO:0070898,RNA polymerase III preinitiation complex...,1,0,0.22,1.00000
GO:0070899,mitochondrial tRNA wobble uridine modifi...,1,0,0.22,1.00000
GO:0070900,mitochondrial tRNA modification,1,0,0.22,1.00000
GO:0070914,UV-damage excision repair,2,0,0.44,1.00000
GO:0070932,histone H3 deacetylation,3,0,0.66,1.00000
GO:0070940,dephosphorylation of RNA polymerase II C...,6,0,1.32,1.00000
GO:0070966,nuclear-transcribed mRNA catabolic proce...,1,0,0.22,1.00000
GO:0070987,error-free translesion synthesis,1,0,0.22,1.00000
GO:0070994,detection of oxidative stress,1,0,0.22,1.00000
GO:0070995,NADPH oxidation,1,0,0.22,1.00000
GO:0071000,response to magnetism,1,0,0.22,1.00000
GO:0071025,RNA surveillance,15,0,3.31,1.00000
GO:0071027,nuclear RNA surveillance,14,0,3.09,1.00000
GO:0071028,nuclear mRNA surveillance,7,0,1.54,1.00000
GO:0071029,nuclear ncRNA surveillance,11,0,2.43,1.00000
GO:0071034,CUT catabolic process,5,0,1.1,1.00000
GO:0071035,nuclear polyadenylation-dependent rRNA c...,11,0,2.43,1.00000
GO:0071036,nuclear polyadenylation-dependent snoRNA...,3,0,0.66,1.00000
GO:0071037,nuclear polyadenylation-dependent snRNA ...,3,0,0.66,1.00000
GO:0071038,nuclear polyadenylation-dependent tRNA c...,9,0,1.99,1.00000
GO:0071039,nuclear polyadenylation-dependent CUT ca...,3,0,0.66,1.00000
GO:0071040,nuclear polyadenylation-dependent antise...,3,0,0.66,1.00000
GO:0071041,antisense RNA transcript catabolic proce...,3,0,0.66,1.00000
GO:0071042,nuclear polyadenylation-dependent mRNA c...,4,0,0.88,1.00000
GO:0071043,CUT metabolic process,5,0,1.1,1.00000
